49.2,49.3,49.4,49.6,0.255,0.62,0.913,1.157,1.257,1.223,49.3
49.3,49.2,49.3,49.4,-0.28,0.255,0.62,0.913,1.157,1.257,49.7
49.7,49.3,49.2,49.3,-1.08,-0.28,0.255,0.62,0.913,1.157,50.3
50.3,49.7,49.3,49.2,-1.551,-1.08,-0.28,0.255,0.62,0.913,51.3
51.3,50.3,49.7,49.3,-1.799,-1.551,-1.08,-0.28,0.255,0.62,52.8
52.8,51.3,50.3,49.7,-1.825,-1.799,-1.551,-1.08,-0.28,0.255,54.4
54.4,52.8,51.3,50.3,-1.456,-1.825,-1.799,-1.551,-1.08,-0.28,56
56,54.4,52.8,51.3,-0.944,-1.456,-1.825,-1.799,-1.551,-1.08,56.9
56.9,56,54.4,52.8,-0.57,-0.944,-1.456,-1.825,-1.799,-1.551,57.5
57.5,56.9,56,54.4,-0.431,-0.57,-0.944,-1.456,-1.825,-1.799,57.3
57.3,57.5,56.9,56,-0.577,-0.431,-0.57,-0.944,-1.456,-1.825,56.6
56.6,57.3,57.5,56.9,-0.96,-0.577,-0.431,-0.57,-0.944,-1.456,56
56,56.6,57.3,57.5,-1.616,-0.96,-0.577,-0.431,-0.57,-0.944,55.4
55.4,56,56.6,57.3,-1.875,-1.616,-0.96,-0.577,-0.431,-0.57,55.4
55.4,55.4,56,56.6,-1.891,-1.875,-1.616,-0.96,-0.577,-0.431,56.4
56.4,55.4,55.4,56,-1.746,-1.891,-1.875,-1.616,-0.96,-0.577,57.2
57.2,56.4,55.4,55.4,-1.474,-1.746,-1.891,-1.875,-1.616,-0.96,58
58,57.2,56.4,55.4,-1.201,-1.474,-1.746,-1.891,-1.875,-1.616,58.4
58.4,58,57.2,56.4,-0.927,-1.201,-1.474,-1.746,-1.891,-1.875,58.4
58.4,58.4,58,57.2,-0.524,-0.927,-1.201,-1.474,-1.746,-1.891,58.1
58.1,58.4,58.4,58,0.04,-0.524,-0.927,-1.201,-1.474,-1.746,57.7
57.7,58.1,58.4,58.4,0.788,0.04,-0.524,-0.927,-1.201,-1.474,57
57,57.7,58.1,58.4,0.943,0.788,0.04,-0.524,-0.927,-1.201,56
56,57,57.7,58.1,0.93,0.943,0.788,0.04,-0.524,-0.927,54.7
54.7,56,57,57.7,1.006,0.93,0.943,0.788,0.04,-0.524,53.2
53.2,54.7,56,57,1.137,1.006,0.93,0.943,0.788,0.04,52.1
52.1,53.2,54.7,56,1.198,1.137,1.006,0.93,0.943,0.788,51.6
51.6,52.1,53.2,54.7,1.054,1.198,1.137,1.006,0.93,0.943,51
51,51.6,52.1,53.2,0.595,1.054,1.198,1.137,1.006,0.93,50.5
50.5,51,51.6,52.1,-0.08,0.595,1.054,1.198,1.137,1.006,50.4
50.4,50.5,51,51.6,-0.314,-0.08,0.595,1.054,1.198,1.137,51
51,50.4,50.5,51,-0.288,-0.314,-0.08,0.595,1.054,1.198,51.8
51.8,51,50.4,50.5,-0.153,-0.288,-0.314,-0.08,0.595,1.054,52.4
52.4,51.8,51,50.4,-0.109,-0.153,-0.288,-0.314,-0.08,0.595,53
53,52.4,51.8,51,-0.187,-0.109,-0.153,-0.288,-0.314,-0.08,53.4
53.4,53,52.4,51.8,-0.255,-0.187,-0.109,-0.153,-0.288,-0.314,53.6
53.6,53.4,53,52.4,-0.229,-0.255,-0.187,-0.109,-0.153,-0.288,53.7
53.7,53.6,53.4,53,-0.007,-0.229,-0.255,-0.187,-0.109,-0.153,53.8
53.8,53.7,53.6,53.4,0.254,-0.007,-0.229,-0.255,-0.187,-0.109,53.8
53.8,53.8,53.7,53.6,0.33,0.254,-0.007,-0.229,-0.255,-0.187,53.8
53.8,53.8,53.8,53.7,0.102,0.33,0.254,-0.007,-0.229,-0.255,53.3
53.3,53.8,53.8,53.8,-0.423,0.102,0.33,0.254,-0.007,-0.229,53
53,53.3,53.8,53.8,-1.139,-0.423,0.102,0.33,0.254,-0.007,52.9
52.9,53,53.3,53.8,-2.275,-1.139,-0.423,0.102,0.33,0.254,53.4
53.4,52.9,53,53.3,-2.594,-2.275,-1.139,-0.423,0.102,0.33,54.6
54.6,53.4,52.9,53,-2.716,-2.594,-2.275,-1.139,-0.423,0.102,56.4
56.4,54.6,53.4,52.9,-2.51,-2.716,-2.594,-2.275,-1.139,-0.423,58
58,56.4,54.6,53.4,-1.79,-2.51,-2.716,-2.594,-2.275,-1.139,59.4
59.4,58,56.4,54.6,-1.346,-1.79,-2.51,-2.716,-2.594,-2.275,60.2
60.2,59.4,58,56.4,-1.081,-1.346,-1.79,-2.51,-2.716,-2.594,60
60,60.2,59.4,58,-0.91,-1.081,-1.346,-1.79,-2.51,-2.716,59.4
59.4,60,60.2,59.4,-0.876,-0.91,-1.081,-1.346,-1.79,-2.51,58.4
58.4,59.4,60,60.2,-0.885,-0.876,-0.91,-1.081,-1.346,-1.79,57.6
57.6,58.4,59.4,60,-0.8,-0.885,-0.876,-0.91,-1.081,-1.346,56.9
56.9,57.6,58.4,59.4,-0.544,-0.8,-0.885,-0.876,-0.91,-1.081,56.4
56.4,56.9,57.6,58.4,-0.416,-0.544,-0.8,-0.885,-0.876,-0.91,56
56,56.4,56.9,57.6,-0.271,-0.416,-0.544,-0.8,-0.885,-0.876,55.7
55.7,56,56.4,56.9,0,-0.271,-0.416,-0.544,-0.8,-0.885,55.3
55.3,55.7,56,56.4,0.403,0,-0.271,-0.416,-0.544,-0.8,55
55,55.3,55.7,56,0.841,0.403,0,-0.271,-0.416,-0.544,54.4
54.4,55,55.3,55.7,1.285,0.841,0.403,0,-0.271,-0.416,53.7
53.7,54.4,55,55.3,1.607,1.285,0.841,0.403,0,-0.271,52.8
52.8,53.7,54.4,55,1.746,1.607,1.285,0.841,0.403,0,51.6
51.6,52.8,53.7,54.4,1.683,1.746,1.607,1.285,0.841,0.403,50.6
50.6,51.6,52.8,53.7,1.485,1.683,1.746,1.607,1.285,0.841,49.4
49.4,50.6,51.6,52.8,0.993,1.485,1.683,1.746,1.607,1.285,48.8
48.8,49.4,50.6,51.6,0.648,0.993,1.485,1.683,1.746,1.607,48.5
48.5,48.8,49.4,50.6,0.577,0.648,0.993,1.485,1.683,1.746,48.7
48.7,48.5,48.8,49.4,0.577,0.577,0.648,0.993,1.485,1.683,49.2
49.2,48.7,48.5,48.8,0.632,0.577,0.577,0.648,0.993,1.485,49.8
49.8,49.2,48.7,48.5,0.747,0.632,0.577,0.577,0.648,0.993,50.4
50.4,49.8,49.2,48.7,0.9,0.747,0.632,0.577,0.577,0.648,50.7
50.7,50.4,49.8,49.2,0.993,0.9,0.747,0.632,0.577,0.577,50.9
50.9,50.7,50.4,49.8,0.968,0.993,0.9,0.747,0.632,0.577,50.7
50.7,50.9,50.7,50.4,0.79,0.968,0.993,0.9,0.747,0.632,50.5
50.5,50.7,50.9,50.7,0.399,0.79,0.968,0.993,0.9,0.747,50.4
50.4,50.5,50.7,50.9,-0.161,0.399,0.79,0.968,0.993,0.9,50.2
50.2,50.4,50.5,50.7,-0.553,-0.161,0.399,0.79,0.968,0.993,50.4
50.4,50.2,50.4,50.5,-0.603,-0.553,-0.161,0.399,0.79,0.968,51.2
51.2,50.4,50.2,50.4,-0.424,-0.603,-0.553,-0.161,0.399,0.79,52.3
52.3,51.2,50.4,50.2,-0.194,-0.424,-0.603,-0.553,-0.161,0.399,53.2
53.2,52.3,51.2,50.4,-0.049,-0.194,-0.424,-0.603,-0.553,-0.161,53.9
53.9,53.2,52.3,51.2,0.06,-0.049,-0.194,-0.424,-0.603,-0.553,54.1
54.1,53.9,53.2,52.3,0.161,0.06,-0.049,-0.194,-0.424,-0.603,54
54,54.1,53.9,53.2,0.301,0.161,0.06,-0.049,-0.194,-0.424,53.6
53.6,54,54.1,53.9,0.517,0.301,0.161,0.06,-0.049,-0.194,53.2
53.2,53.6,54,54.1,0.566,0.517,0.301,0.161,0.06,-0.049,53
53,53.2,53.6,54,0.56,0.566,0.517,0.301,0.161,0.06,52.8
52.8,53,53.2,53.6,0.573,0.56,0.566,0.517,0.301,0.161,52.3
52.3,52.8,53,53.2,0.592,0.573,0.56,0.566,0.517,0.301,51.9
51.9,52.3,52.8,53,0.671,0.592,0.573,0.56,0.566,0.517,51.6
51.6,51.9,52.3,52.8,0.933,0.671,0.592,0.573,0.56,0.566,51.6
51.6,51.6,51.9,52.3,1.337,0.933,0.671,0.592,0.573,0.56,51.4
51.4,51.6,51.6,51.9,1.46,1.337,0.933,0.671,0.592,0.573,51.2
51.2,51.4,51.6,51.6,1.353,1.46,1.337,0.933,0.671,0.592,50.7
50.7,51.2,51.4,51.6,0.772,1.353,1.46,1.337,0.933,0.671,50
50,50.7,51.2,51.4,0.218,0.772,1.353,1.46,1.337,0.933,49.4
49.4,50,50.7,51.2,-0.237,0.218,0.772,1.353,1.46,1.337,49.3
49.3,49.4,50,50.7,-0.714,-0.237,0.218,0.772,1.353,1.46,49.7
49.7,49.3,49.4,50,-1.099,-0.714,-0.237,0.218,0.772,1.353,50.6
50.6,49.7,49.3,49.4,-1.269,-1.099,-0.714,-0.237,0.218,0.772,51.8
51.8,50.6,49.7,49.3,-1.175,-1.269,-1.099,-0.714,-0.237,0.218,53
53,51.8,50.6,49.7,-0.676,-1.175,-1.269,-1.099,-0.714,-0.237,54
54,53,51.8,50.6,0.033,-0.676,-1.175,-1.269,-1.099,-0.714,55.3
55.3,54,53,51.8,0.556,0.033,-0.676,-1.175,-1.269,-1.099,55.9
55.9,55.3,54,53,0.643,0.556,0.033,-0.676,-1.175,-1.269,55.9
55.9,55.9,55.3,54,0.484,0.643,0.556,0.033,-0.676,-1.175,54.6
54.6,55.9,55.9,55.3,0.109,0.484,0.643,0.556,0.033,-0.676,53.5
53.5,54.6,55.9,55.9,-0.31,0.109,0.484,0.643,0.556,0.033,52.4
52.4,53.5,54.6,55.9,-0.697,-0.31,0.109,0.484,0.643,0.556,52.1
52.1,52.4,53.5,54.6,-1.047,-0.697,-0.31,0.109,0.484,0.643,52.3
52.3,52.1,52.4,53.5,-1.218,-1.047,-0.697,-0.31,0.109,0.484,53
53,52.3,52.1,52.4,-1.183,-1.218,-1.047,-0.697,-0.31,0.109,53.8
53.8,53,52.3,52.1,-0.873,-1.183,-1.218,-1.047,-0.697,-0.31,54.6
54.6,53.8,53,52.3,-0.336,-0.873,-1.183,-1.218,-1.047,-0.697,55.4
55.4,54.6,53.8,53,0.063,-0.336,-0.873,-1.183,-1.218,-1.047,55.9
55.9,55.4,54.6,53.8,0.084,0.063,-0.336,-0.873,-1.183,-1.218,55.9
55.9,55.9,55.4,54.6,0,0.084,0.063,-0.336,-0.873,-1.183,55.2
55.2,55.9,55.9,55.4,0.001,0,0.084,0.063,-0.336,-0.873,54.4
54.4,55.2,55.9,55.9,0.209,0.001,0,0.084,0.063,-0.336,53.7
53.7,54.4,55.2,55.9,0.556,0.209,0.001,0,0.084,0.063,53.6
53.6,53.7,54.4,55.2,0.782,0.556,0.209,0.001,0,0.084,53.6
53.6,53.6,53.7,54.4,0.858,0.782,0.556,0.209,0.001,0,53.2
53.2,53.6,53.6,53.7,0.918,0.858,0.782,0.556,0.209,0.001,52.5
52.5,53.2,53.6,53.6,0.862,0.918,0.858,0.782,0.556,0.209,52
52,52.5,53.2,53.6,0.416,0.862,0.918,0.858,0.782,0.556,51.4
51.4,52,52.5,53.2,-0.336,0.416,0.862,0.918,0.858,0.782,51
51,51.4,52,52.5,-0.959,-0.336,0.416,0.862,0.918,0.858,50.9
50.9,51,51.4,52,-1.813,-0.959,-0.336,0.416,0.862,0.918,52.4
52.4,50.9,51,51.4,-2.378,-1.813,-0.959,-0.336,0.416,0.862,53.5
53.5,52.4,50.9,51,-2.499,-2.378,-1.813,-0.959,-0.336,0.416,55.6
55.6,53.5,52.4,50.9,-2.473,-2.499,-2.378,-1.813,-0.959,-0.336,58
58,55.6,53.5,52.4,-2.33,-2.473,-2.499,-2.378,-1.813,-0.959,59.5
59.5,58,55.6,53.5,-2.053,-2.33,-2.473,-2.499,-2.378,-1.813,60
60,59.5,58,55.6,-1.739,-2.053,-2.33,-2.473,-2.499,-2.378,60.4
60.4,60,59.5,58,-1.261,-1.739,-2.053,-2.33,-2.473,-2.499,60.5
60.5,60.4,60,59.5,-0.569,-1.261,-1.739,-2.053,-2.33,-2.473,60.2
60.2,60.5,60.4,60,-0.137,-0.569,-1.261,-1.739,-2.053,-2.33,59.7
59.7,60.2,60.5,60.4,-0.024,-0.137,-0.569,-1.261,-1.739,-2.053,59
59,59.7,60.2,60.5,-0.05,-0.024,-0.137,-0.569,-1.261,-1.739,57.6
57.6,59,59.7,60.2,-0.135,-0.05,-0.024,-0.137,-0.569,-1.261,56.4
56.4,57.6,59,59.7,-0.276,-0.135,-0.05,-0.024,-0.137,-0.569,55.2
55.2,56.4,57.6,59,-0.534,-0.276,-0.135,-0.05,-0.024,-0.137,54.5
54.5,55.2,56.4,57.6,-0.871,-0.534,-0.276,-0.135,-0.05,-0.024,54.1
54.1,54.5,55.2,56.4,-1.243,-0.871,-0.534,-0.276,-0.135,-0.05,54.1
54.1,54.1,54.5,55.2,-1.439,-1.243,-0.871,-0.534,-0.276,-0.135,54.4
54.4,54.1,54.1,54.5,-1.422,-1.439,-1.243,-0.871,-0.534,-0.276,55.5
55.5,54.4,54.1,54.1,-1.175,-1.422,-1.439,-1.243,-0.871,-0.534,56.2
56.2,55.5,54.4,54.1,-0.813,-1.175,-1.422,-1.439,-1.243,-0.871,57
57,56.2,55.5,54.4,-0.634,-0.813,-1.175,-1.422,-1.439,-1.243,57.3
57.3,57,56.2,55.5,-0.582,-0.634,-0.813,-1.175,-1.422,-1.439,57.4
57.4,57.3,57,56.2,-0.625,-0.582,-0.634,-0.813,-1.175,-1.422,57
57,57.4,57.3,57,-0.713,-0.625,-0.582,-0.634,-0.813,-1.175,56.4
56.4,57,57.4,57.3,-0.848,-0.713,-0.625,-0.582,-0.634,-0.813,55.9
55.9,56.4,57,57.4,-1.039,-0.848,-0.713,-0.625,-0.582,-0.634,55.5
55.5,55.9,56.4,57,-1.346,-1.039,-0.848,-0.713,-0.625,-0.582,55.3
55.3,55.5,55.9,56.4,-1.628,-1.346,-1.039,-0.848,-0.713,-0.625,55.2
55.2,55.3,55.5,55.9,-1.619,-1.628,-1.346,-1.039,-0.848,-0.713,55.4
55.4,55.2,55.3,55.5,-1.149,-1.619,-1.628,-1.346,-1.039,-0.848,56
56,55.4,55.2,55.3,-0.488,-1.149,-1.619,-1.628,-1.346,-1.039,56.5
56.5,56,55.4,55.2,-0.16,-0.488,-1.149,-1.619,-1.628,-1.346,57.1
57.1,56.5,56,55.4,-0.007,-0.16,-0.488,-1.149,-1.619,-1.628,57.3
57.3,57.1,56.5,56,-0.092,-0.007,-0.16,-0.488,-1.149,-1.619,56.8
56.8,57.3,57.1,56.5,-0.62,-0.092,-0.007,-0.16,-0.488,-1.149,55.6
55.6,56.8,57.3,57.1,-1.086,-0.62,-0.092,-0.007,-0.16,-0.488,55
55,55.6,56.8,57.3,-1.525,-1.086,-0.62,-0.092,-0.007,-0.16,54.1
54.1,55,55.6,56.8,-1.858,-1.525,-1.086,-0.62,-0.092,-0.007,54.3
54.3,54.1,55,55.6,-2.029,-1.858,-1.525,-1.086,-0.62,-0.092,55.3
55.3,54.3,54.1,55,-2.024,-2.029,-1.858,-1.525,-1.086,-0.62,56.4
56.4,55.3,54.3,54.1,-1.961,-2.024,-2.029,-1.858,-1.525,-1.086,57.2
57.2,56.4,55.3,54.3,-1.952,-1.961,-2.024,-2.029,-1.858,-1.525,57.8
57.8,57.2,56.4,55.3,-1.794,-1.952,-1.961,-2.024,-2.029,-1.858,58.3
58.3,57.8,57.2,56.4,-1.302,-1.794,-1.952,-1.961,-2.024,-2.029,58.6
58.6,58.3,57.8,57.2,-1.03,-1.302,-1.794,-1.952,-1.961,-2.024,58.8
58.8,58.6,58.3,57.8,-0.918,-1.03,-1.302,-1.794,-1.952,-1.961,58.8
58.8,58.8,58.6,58.3,-0.798,-0.918,-1.03,-1.302,-1.794,-1.952,58.6
58.6,58.8,58.8,58.6,-0.867,-0.798,-0.918,-1.03,-1.302,-1.794,58
58,58.6,58.8,58.8,-1.047,-0.867,-0.798,-0.918,-1.03,-1.302,57.4
57.4,58,58.6,58.8,-1.123,-1.047,-0.867,-0.798,-0.918,-1.03,57
57,57.4,58,58.6,-0.876,-1.123,-1.047,-0.867,-0.798,-0.918,56.4
56.4,57,57.4,58,-0.395,-0.876,-1.123,-1.047,-0.867,-0.798,56.3
56.3,56.4,57,57.4,0.185,-0.395,-0.876,-1.123,-1.047,-0.867,56.4
56.4,56.3,56.4,57,0.662,0.185,-0.395,-0.876,-1.123,-1.047,56.4
56.4,56.4,56.3,56.4,0.709,0.662,0.185,-0.395,-0.876,-1.123,56
56,56.4,56.4,56.3,0.605,0.709,0.662,0.185,-0.395,-0.876,55.2
55.2,56,56.4,56.4,0.501,0.605,0.709,0.662,0.185,-0.395,54
54,55.2,56,56.4,0.603,0.501,0.605,0.709,0.662,0.185,53
53,54,55.2,56,0.943,0.603,0.501,0.605,0.709,0.662,52
52,53,54,55.2,1.223,0.943,0.603,0.501,0.605,0.709,51.6
51.6,52,53,54,1.249,1.223,0.943,0.603,0.501,0.605,51.6
51.6,51.6,52,53,0.824,1.249,1.223,0.943,0.603,0.501,51.1
51.1,51.6,51.6,52,0.102,0.824,1.249,1.223,0.943,0.603,50.4
50.4,51.1,51.6,51.6,0.025,0.102,0.824,1.249,1.223,0.943,50
50,50.4,51.1,51.6,0.382,0.025,0.102,0.824,1.249,1.223,50
50,50,50.4,51.1,0.922,0.382,0.025,0.102,0.824,1.249,52
52,50,50,50.4,1.032,0.922,0.382,0.025,0.102,0.824,54
54,52,50,50,0.866,1.032,0.922,0.382,0.025,0.102,55.1
55.1,54,52,50,0.527,0.866,1.032,0.922,0.382,0.025,54.5
54.5,55.1,54,52,0.093,0.527,0.866,1.032,0.922,0.382,52.8
52.8,54.5,55.1,54,-0.458,0.093,0.527,0.866,1.032,0.922,51.4
51.4,52.8,54.5,55.1,-0.748,-0.458,0.093,0.527,0.866,1.032,50.8
50.8,51.4,52.8,54.5,-0.947,-0.748,-0.458,0.093,0.527,0.866,51.2
51.2,50.8,51.4,52.8,-1.029,-0.947,-0.748,-0.458,0.093,0.527,52
52,51.2,50.8,51.4,-0.928,-1.029,-0.947,-0.748,-0.458,0.093,52.8
52.8,52,51.2,50.8,-0.645,-0.928,-1.029,-0.947,-0.748,-0.458,53.8
53.8,52.8,52,51.2,-0.424,-0.645,-0.928,-1.029,-0.947,-0.748,54.5
54.5,53.8,52.8,52,-0.276,-0.424,-0.645,-0.928,-1.029,-0.947,54.9
54.9,54.5,53.8,52.8,-0.158,-0.276,-0.424,-0.645,-0.928,-1.029,54.9
54.9,54.9,54.5,53.8,-0.033,-0.158,-0.276,-0.424,-0.645,-0.928,54.8
54.8,54.9,54.9,54.5,0.102,-0.033,-0.158,-0.276,-0.424,-0.645,54.4
54.4,54.8,54.9,54.9,0.251,0.102,-0.033,-0.158,-0.276,-0.424,53.7
53.7,54.4,54.8,54.9,0.28,0.251,0.102,-0.033,-0.158,-0.276,53.3
53.3,53.7,54.4,54.8,0,0.28,0.251,0.102,-0.033,-0.158,52.8
52.8,53.3,53.7,54.4,-0.493,0,0.28,0.251,0.102,-0.033,52.6
52.6,52.8,53.3,53.7,-0.759,-0.493,0,0.28,0.251,0.102,52.6
52.6,52.6,52.8,53.3,-0.824,-0.759,-0.493,0,0.28,0.251,53
53,52.6,52.6,52.8,-0.74,-0.824,-0.759,-0.493,0,0.28,54.3
54.3,53,52.6,52.6,-0.528,-0.74,-0.824,-0.759,-0.493,0,56
56,54.3,53,52.6,-0.204,-0.528,-0.74,-0.824,-0.759,-0.493,57
57,56,54.3,53,0.034,-0.204,-0.528,-0.74,-0.824,-0.759,58
58,57,56,54.3,0.204,0.034,-0.204,-0.528,-0.74,-0.824,58.6
58.6,58,57,56,0.253,0.204,0.034,-0.204,-0.528,-0.74,58.5
58.5,58.6,58,57,0.195,0.253,0.204,0.034,-0.204,-0.528,58.3
58.3,58.5,58.6,58,0.131,0.195,0.253,0.204,0.034,-0.204,57.8
57.8,58.3,58.5,58.6,0.017,0.131,0.195,0.253,0.204,0.034,57.3
57.3,57.8,58.3,58.5,-0.182,0.017,0.131,0.195,0.253,0.204,57
